questionID,originalQuestionID,totalPossiblePoint,AnswerKey,isMultipleChoiceQuestion,includesDiagram,examName,schoolGrade,year,question,subject,category
TAKS_2009_8_23,23,1,B,1,0,TAKS,8,2009,"Two students make hot chocolate. One student pours the hot chocolate into a foam cup. The other student pours the hot chocolate into a metal cup. The metal cup becomes too hot to touch, but the foam cup can be held comfortably. The best explanation for this difference in temperature is that the foam cup-- A heats up much faster than the metal cup (A) has a higher specific heat than the metal cup (B) is a better conductor of heat than the metal cup (C) has a specific heat that is similar to that of the metal cup",science,Train
TAKS_2009_8_24,24,1,C,1,0,TAKS,8,2009,"As a river enters a larger body of water, sediments are deposited over a wide area. Which of these landforms is likely to be formed at the site of deposition? (A) Cave (B) Mountain (C) Delta (D) Valley",science,Train
NYSEDREGENTS_2004_8_1,1,1,A,1,0,NYSEDREGENTS,8,2004,The items listed below were found in a science classroom. * a heart made of plastic with many of its parts labeled * clay formed to look like Earth and other planets * a giant plastic plant cell with removable cell parts These items are all examples of (A) models (B) experiments (C) variables (D) controls,Science,Train
NYSEDREGENTS_2004_8_3,3,1,D,1,0,NYSEDREGENTS,8,2004,What is the main function of the circulatory system? (A) secrete enzymes (B) digest proteins (C) produce hormones (D) transport materials,Science,Train
NYSEDREGENTS_2004_8_4,4,1,D,1,0,NYSEDREGENTS,8,2004,Infectious diseases are caused by (A) allergies (B) vitamin deficiencies (C) chemical spills (D) microorganisms,Science,Train
NYSEDREGENTS_2004_8_5,5,1,C,1,0,NYSEDREGENTS,8,2004,"If a species is no longer able to reproduce, it will (A) adapt to its environment (B) become immune to disease (C) become extinct (D) increase its population",Science,Train
NYSEDREGENTS_2004_8_12,12,1,B,1,0,NYSEDREGENTS,8,2004,Which disease is a result of abnormal cell division? (A) AIDS (B) cancer (C) chicken pox (D) common cold,Science,Train
NYSEDREGENTS_2004_8_13,13,1,A,1,0,NYSEDREGENTS,8,2004,A change in the environment that causes a response is known as a (A) stimulus (B) habit (C) reflex (D) source,Science,Train
NYSEDREGENTS_2004_8_14,14,1,B,1,0,NYSEDREGENTS,8,2004,The energy obtained from food is measured in units called (A) watts (B) Calories (C) degrees (D) pounds,Science,Train
NYSEDREGENTS_2004_8_15,15,1,C,1,0,NYSEDREGENTS,8,2004,"As the population of small fish in a lake decreases, the population of large fish that depend on the small fish for food will (A) reproduce faster (B) begin to produce their own food (C) decrease in number (D) increase in number",Science,Train
NYSEDREGENTS_2004_8_17,17,1,B,1,0,NYSEDREGENTS,8,2004,Beaver dams can cause floods. This statement shows how (A) animal growth is affected by environmental conditions (B) animal behavior may affect the environment (C) an animal’s health depends on its environment (D) an animal’s development depends on its environment,Science,Train
NYSEDREGENTS_2004_8_25,25,1,C,1,0,NYSEDREGENTS,8,2004,Which scientific model could be used to predict the properties of an element? (A) closed loop system (B) Punnett square (C) Periodic Table (D) water cycle chart,Science,Train
NYSEDREGENTS_2004_8_31,31,1,B,1,0,NYSEDREGENTS,8,2004,A chemical property of a mineral is evident if the mineral (A) breaks easily when struck with a hammer (B) bubbles when acid is placed on it (C) is easily scratched by a fingernail (D) reflects light from its surface,Science,Train
NYSEDREGENTS_2004_8_37,37,1,D,1,0,NYSEDREGENTS,8,2004,City administrators can encourage energy conservation by (A) lowering parking fees (B) building larger parking lots (C) decreasing the cost of gasoline (D) lowering the cost of bus and subway fares,Science,Train
NYSEDREGENTS_2004_8_40,40,1,D,1,0,NYSEDREGENTS,8,2004,Which two factors determine the gravitational attraction between two objects? (A) time and temperature (B) shape and orbital speed (C) color and hardness (D) mass and distance apart,Science,Train
NYSEDREGENTS_2005_8_1,1,1,C,1,0,NYSEDREGENTS,8,2005,Which statement best explains why the Sun and the Moon appear to be about the same size in the sky? (A) The Sun and the Moon have the same diameter. (B) The Moon is larger in diameter and farther from Earth than the Sun. (C) The Moon is smaller in diameter and is closer to Earth than the Sun. (D) The Sun and the Moon are the same distance from Earth.,Science,Train
NYSEDREGENTS_2005_8_3,3,1,C,1,0,NYSEDREGENTS,8,2005,Dust and ash entering the atmosphere as a result of volcanic eruptions can affect Earth's (A) tidal activity (B) orbital shape (C) weather and climate (D) rotation and revolution,Science,Train
NYSEDREGENTS_2005_8_4,4,1,C,1,0,NYSEDREGENTS,8,2005,The surface of Earth is covered by a relatively thin layer of water called the (A) crust (B) mantle (C) hydrosphere (D) atmosphere,Science,Train
NYSEDREGENTS_2005_8_5,5,1,D,1,0,NYSEDREGENTS,8,2005,Movement of Earth’s crust along plate boundaries produces (A) fronts (B) tides (C) hurricanes (D) earthquakes,Science,Train
NYSEDREGENTS_2005_8_6,6,1,C,1,0,NYSEDREGENTS,8,2005,In which type of rock are fossils generally found? (A) igneous (B) metamorphic (C) sedimentary (D) volcanic,Science,Train
NYSEDREGENTS_2005_8_9,9,1,A,1,0,NYSEDREGENTS,8,2005,Which equipment will best separate a mixture of iron filings and black pepper? (A) magnet (B) filter paper (C) triple-beam balance (D) voltmeter,Science,Train
NYSEDREGENTS_2005_8_12,12,1,A,1,0,NYSEDREGENTS,8,2005,"Hydrochloric acid is added to a beaker containing a piece of zinc. As a result, zinc chloride is formed and hydrogen gas is released. This is an example of (A) a chemical reaction (B) a physical change (C) photosynthesis (D) evaporation",Science,Train
NYSEDREGENTS_2005_8_14,14,1,B,1,0,NYSEDREGENTS,8,2005,Which model is used by scientists to determine the properties of elements? (A) a Punnett square (B) the Periodic Table (C) a pedigree chart (D) the rock cycle,Science,Train
NYSEDREGENTS_2005_8_15,15,1,C,1,0,NYSEDREGENTS,8,2005,Which energy resource is renewable? (A) fuel oil (B) natural gas (C) wind (D) coal,Science,Train
NYSEDREGENTS_2005_8_26,26,1,D,1,0,NYSEDREGENTS,8,2005,Several tomato plants are grown indoors next to a sunny window. The plants receive water and fertilizer and remain on the windowsill. What will most likely happen? (A) Most of the leaves on the window side will wilt and die. (B) The roots of the plants will grow upward from the soil. (C) Water droplets will collect on the leaves facing away from the window. (D) The stem will bend toward the window.,Science,Train
NYSEDREGENTS_2005_8_28,28,1,A,1,0,NYSEDREGENTS,8,2005,The main function of the human digestive system is to (A) break down foods for absorption into the blood (B) exchange oxygen and carbon dioxide in the lungs (C) release energy from sugars within the cells (D) carry nutrients to all parts of the body,Science,Train
NYSEDREGENTS_2005_8_29,29,1,D,1,0,NYSEDREGENTS,8,2005,Which sequence lists the levels of organization in the human body from simplest to most complex? (A) organ system -> tissue -> cell -> organ (B) tissue -> cell -> organ -> organ system (C) organ -> organ system -> tissue -> cell (D) cell -> tissue -> organ -> organ system,Science,Train
NYSEDREGENTS_2005_8_30,30,1,A,1,0,NYSEDREGENTS,8,2005,"Which three systems of the human body function together to move and control body parts? (A) nervous, skeletal, and muscular (B) muscular, endocrine, and excretory (C) digestive, excretory, and reproductive (D) circulatory, endocrine, and respiratory",Science,Train
NYSEDREGENTS_2005_8_32,32,1,B,1,0,NYSEDREGENTS,8,2005,Evidence that living things have evolved over hundreds of millions of years can be found in (A) particles in the air (B) rocks containing fossils (C) tree rings from recently logged trees (D) chemicals in human hair,Science,Train
NYSEDREGENTS_2005_8_33,33,1,D,1,0,NYSEDREGENTS,8,2005,Extinction of a species is most likely to occur as a result of (A) evolution (B) migration (C) selective breeding (D) environmental changes,Science,Train
NYSEDREGENTS_2005_8_36,36,1,A,1,0,NYSEDREGENTS,8,2005,Some kinds of fish live most of their lives in salt water but lay their eggs in freshwater. Their ability to survive in different environments is an example of (A) adaptation (B) developmental stages (C) a habit (D) selective breeding,Science,Train
NYSEDREGENTS_2005_8_37,37,1,D,1,0,NYSEDREGENTS,8,2005,Which example would result in new cells that are most different from the parent cells? (A) yeast cells splitting into new cells (B) bacteria cells dividing into new cells (C) skin cells dividing to produce more skin cells (D) sperm and egg cells uniting to produce fertilized egg cells,Science,Train
NYSEDREGENTS_2005_8_41,41,1,C,1,0,NYSEDREGENTS,8,2005,Growth and repair in multicellular organisms are the result of (A) excretion (B) locomotion (C) cell division (D) decomposition,Science,Train
NYSEDREGENTS_2005_8_43,43,1,C,1,0,NYSEDREGENTS,8,2005,"Which observation of a plant supports the inference that photosynthesis can take place? (A) a strong, sweet smell (B) a dry, rough texture (C) a green color (D) a smooth stem",Science,Train
NYSEDREGENTS_2005_8_44,44,1,A,1,0,NYSEDREGENTS,8,2005,Populations living in one place form a (A) community (B) system (C) habitat (D) species,Science,Train
NYSEDREGENTS_2005_8_45,45,1,C,1,0,NYSEDREGENTS,8,2005,Which situation is the best example of ecological succession? (A) An organism survives a difficult winter. (B) The populations in an area remain the same. (C) One species replaces another species in an ecosystem. (D) Each of several species uses the same amount of resources.,Science,Train
NYSEDREGENTS_2006_8_1,1,1,C,1,0,NYSEDREGENTS,8,2006,Young frogs do not resemble adult frogs. Which term is given to this pattern of development in frogs? (A) asexual reproduction (B) cloning (C) metamorphosis (D) biological adaptation,Science,Train
NYSEDREGENTS_2006_8_3,3,1,C,1,0,NYSEDREGENTS,8,2006,"In addition to oxygen, which gases make up the largest percentage of Earth's atmosphere? (A) hydrogen, helium, and water vapor (B) hydrogen, methane, and ozone (C) carbon dioxide, water vapor, and nitrogen (D) carbon dioxide, methane, and helium",Science,Train
NYSEDREGENTS_2006_8_5,5,1,D,1,0,NYSEDREGENTS,8,2006,The wheels and gears of a machine are greased in order to decrease (A) potential energy (B) efficiency (C) output (D) friction,Science,Train
NYSEDREGENTS_2006_8_6,6,1,D,1,0,NYSEDREGENTS,8,2006,Weather forecasts are more accurate today than in the past due to (A) global warming (B) air-quality control (C) plate tectonics (D) use of images from space,Science,Train
NYSEDREGENTS_2006_8_10,10,1,C,1,0,NYSEDREGENTS,8,2006,"Rocks are classified as igneous, metamorphic, or sedimentary according to (A) their color (B) their shape (C) how they formed (D) the minerals they contain",Science,Train
NYSEDREGENTS_2006_8_11,11,1,B,1,0,NYSEDREGENTS,8,2006,Sand and iron particles that are similar in size and color are mixed together in a beaker. What would be the best method of separating the particles? (A) Use tweezers to separate them. (B) Use a magnet to separate them. (C) Add water to the mixture. (D) Pour the mixture into a filter.,Science,Train
NYSEDREGENTS_2006_8_12,12,1,B,1,0,NYSEDREGENTS,8,2006,Which action forms a different chemical substance? (A) crushing a rock (B) burning a piece of wood (C) mixing salt and pepper (D) melting an ice cube,Science,Train
NYSEDREGENTS_2006_8_25,25,1,A,1,0,NYSEDREGENTS,8,2006,"In the past, Native American Indians buried dead fish along with corn seeds. This technique was used because the decomposing dead fish would (A) provide nutrients for the growing corn plant (B) eliminate the need for weeding around the corn plant (C) release oxygen for use by the corn plant (D) supply all the water needed by the corn plant",Science,Train
NYSEDREGENTS_2006_8_26,26,1,C,1,0,NYSEDREGENTS,8,2006,"Although change in multicellular species usually takes thousands of years, some species of bacteria undergo major changes in just a few years. One reason for this difference is that these bacteria (A) are microscopic (B) do not contain DNA (C) reproduce very quickly (D) cause infectious diseases",Science,Train
NYSEDREGENTS_2006_8_28,28,1,D,1,0,NYSEDREGENTS,8,2006,Competition is most likely to occur between which two organisms? (A) deer and butterflies (B) owls and bacteria (C) goldfish and rabbits (D) grass and strawberry plants,Science,Train
NYSEDREGENTS_2006_8_29,29,1,B,1,0,NYSEDREGENTS,8,2006,Many cells have a nucleus that contains chromosomes. These chromosomes carry genes that are composed of (A) hormones (B) DNA molecules (C) minerals and water (D) undigested food molecules,Science,Train
NYSEDREGENTS_2006_8_37,37,1,C,1,0,NYSEDREGENTS,8,2006,"Some microorganisms cause human disease. Other microorganisms are used in making cheese, yogurt, and bread. Based on this information, the relationship between humans and microorganisms can be (A) beneficial, only (B) harmful, only (C) beneficial or harmful",Science,Train
NYSEDREGENTS_2006_8_39,39,1,A,1,0,NYSEDREGENTS,8,2006,What is the result of cellular respiration? (A) Energy for cell processes is released. (B) Oxygen is released for photosynthesis. (C) Cells undergo decomposition. (D) Nutrients are excreted to prevent the buildup of body fat.,Science,Train
NYSEDREGENTS_2006_8_40,40,1,C,1,0,NYSEDREGENTS,8,2006,How do decomposers obtain their food? (A) hunting and killing prey for food (B) changing carbon dioxide and water into food (C) absorbing food from dead organisms (D) producing food from oxygen and sunlight,Science,Train
NYSEDREGENTS_2006_8_41,41,1,C,1,0,NYSEDREGENTS,8,2006,Living things are classified as producers or consumers according to (A) their speed of movement (B) the size of their communities (C) how they obtain food (D) how they reproduce,Science,Train
NYSEDREGENTS_2007_8_2,2,1,A,1,0,NYSEDREGENTS,8,2007,Which sequence correctly shows the levels of organization for structure and function in a human? (A) cell -> tissue -> organ -> organ system (B) organ system -> cell -> tissue -> organ (C) tissue -> organ -> organ system -> cell (D) cell -> organ -> tissue -> organ system,Science,Train
NYSEDREGENTS_2007_8_3,3,1,A,1,0,NYSEDREGENTS,8,2007,"Feathers, wings, and the hollow bones of birds are examples of (A) adaptations for flight (B) responses to stimuli (C) unnecessary body parts (D) reproductive structures",Science,Train
NYSEDREGENTS_2007_8_5,5,1,A,1,0,NYSEDREGENTS,8,2007,Asexually produced offspring are genetically (A) identical to the parent (B) different from the parent (C) different from each other (D) formed by two parents,Science,Train
NYSEDREGENTS_2007_8_6,6,1,B,1,0,NYSEDREGENTS,8,2007,"Compared to the amount of hereditary information in a human body cell, how much hereditary information is contained in a human sex cell? (A) one-quarter the amount (B) one-half the amount (C) the same amount (D) twice the amount",Science,Train
NYSEDREGENTS_2007_8_7,7,1,A,1,0,NYSEDREGENTS,8,2007,Which group of organisms can show significant trait changes in the shortest period of time? (A) bacteria (B) birds (C) fish (D) reptiles,Science,Train
NYSEDREGENTS_2007_8_8,8,1,B,1,0,NYSEDREGENTS,8,2007,"A plant produces tiny plants around the edges of its leaves. When these tiny plants fall to the ground, they take root and become new plants. This process is an example of (A) sexual reproduction (B) asexual reproduction (C) evolution (D) extinction",Science,Train
